#,Trope Name,Trope Details
274,Divine Parentage,"One or more of a character's parents is a god, an angel, or devil. Usually, if a character has Divine Parentage, then so will other characters in the setting."
275,Alien Abduction,"Is the subject returned?
Anal probing
Victims not believed - conspiracy stories
Aliens abduct to save from something (end of the world?  Arthur Dent?)
Implanted with -  tracker?  Alien baby?
"
276,Tooth Fairy,"The **Tooth Fairy** is a well-known children’s fantasy figure who trades lost baby teeth for coins or small gifts, easing the scary process of losing teeth into something magical. In most modern stories she’s whimsical, benevolent, and part of the comforting childhood mythos alongside Santa Claus and the Easter Bunny.
But the Tooth Fairy has darker cousins rooted in older fairy lore, where fairies were far less friendly. Teeth — objects tied to growth, mortality, and the body — make an especially creepy currency. This gives rise to alternate versions:

### **Friendly Variants**

* **Childhood Comforter** – A sparkly winged figure who rewards kids with money or gifts.
* **Dentist Fairy** – A more modern twist where she overlaps with dentistry themes, sometimes even portrayed as a quirky magical dentist.
* **Cultural Variants** – In Spanish, French, and Italian traditions, it’s a mouse (e.g. *Ratoncito Pérez*) who collects teeth and leaves gifts.

### **Dark Variants**

* **The Bone Collector** – Hoards teeth as power sources, magical reagents, or to build grotesque thrones of enamel.
* **The Predator in Disguise** – Uses the fairy guise to gain entry, feeding on children’s dreams or life while stealing the tooth.
* **The Boogey-Fairy** – Punishes children who forget to leave teeth out, inflicting nightmares or even abducting them.
* **The Dentist of Nightmares** – Appears with pliers and drills to *take* teeth by force, rather than waiting for them to fall out.
* **The Hive Mother** – Each tooth becomes a seed for parasitic fae offspring or bone constructs.
* **The Bargain Gone Wrong** – Leaves cursed coins or gifts, binding the child to fae debts later in life.

### **Thematic Uses in Fiction**

* **Childhood Innocence vs. Horror** – The tooth fairy often embodies the tension between something comforting for kids and unsettling for adults.
* **Fae Trickster Roots** – Darker portrayals align her with old myths of the Fair Folk: alien, amoral, and predatory.
* **Body Horror Symbolism** – Teeth, being both personal and expendable, work well as symbols of vulnerability, growth, and transformation.

👉 In short, the **Tooth Fairy trope** runs the spectrum: from whimsical, gift-giving childhood figure, to a fae trickster or bone-harvesting monster lurking in the dark."
277,Leprechauns,"### **Folkloric Roots**
* **Size & Appearance** – Child-sized fae, often wearing green (sometimes red), with red hair and green eyes.
* **Shoemakers of the Fae** – Traditionally cobblers for the Fair Folk, with a magical compulsion to finish a shoe once started. Shoes they shine stay perpetually lucky and polished.
* **Gold & Trickery** – Each has a hidden pot of gold (often at a rainbow’s end). If captured, they may reveal its location or grant wishes, but will twist loopholes (*Jackass Genie style*). Lose sight of them for a second, and they vanish.
* **Nature** – Mischievous and clever rather than malicious, though they dislike being coerced or bullied.
* **Fey Heritage** – Sometimes seen as flawed, male-only offspring of the Fair Folk, connected to both luck and trickery.

### **Magical Traits**
* **Invisibility & Escape** – Can vanish if not directly observed.
* **Weakness** – Cannot affect or withstand wrought iron, like most fae.
* **Clover & Luck** – Four-leaf clovers may be tied to their power, either as a strength or a ward (varies by tale).

### **Modern Fiction Portrayals**
* **Iconography** – Green hat (often with buckle), shamrocks, rainbows, and gold.
* **St. Patrick’s Day Mascots** – Commonly appear in themed episodes or specials.
* **Powerful but Ridiculous** – Comedic figures in appearance, but secretly dangerous and magically potent.
* **Wish Granters & Tricksters** – Frequently used to illustrate the “Be Careful What You Wish For” trope.

👉 In short: **Leprechauns** straddle the line between lighthearted tricksters and powerful fae. They embody luck, greed, and mischief — cobblers with compulsion, guardians of gold, and masters of loopholes."
278,Gnomes,"### **Folkloric Origins**

* **Paracelsus (1500s)** – Coined “gnome” for elemental spirits of **earth**, small beings who live underground and guard treasures.
* **European Folklore** – Variants overlap with brownies, kobolds, and dwarves; often mischievous but secretive, tied to soil, mines, or gardens.

### **Modern Pop Culture (Garden Gnomes)**

* **Appearance** – Tiny (2 in. to 1 yard tall), long white beard, red pointy hat, jolly demeanor.
* **Role** – Cheerful, protective household/garden spirits. Sometimes whimsical, sometimes creepy (living statues, cursed protectors).

### **Gnomes in RPGs (esp. D\&D)**

* **Identity Crisis** – Compete for “short race” space with dwarves and halflings; often overlooked (“the Forgotten People” in Forgotten Realms).
* **Dragonlance’s Tinker Gnomes** – Engineering-obsessed descendants of cursed humans, building absurdly overcomplicated devices (often failures). Played for comedy, but popular.
* **Engineering Legacy** – Since Dragonlance, gnomes are often quirky inventors, alchemists, or eccentric experimenters. Range from bumbling comic relief to brilliant artificers.

### **Common Traits Across Settings**

* **Small Stature** – Short humanoids (2–4 feet tall), often with round or whimsical features.
* **Oddballs** – Portrayed as eccentric, curious, or mischievous — rarely just “normal folk.”
* **Magic or Tech Affinity** – Sometimes tied to illusions and trickery, other times to invention and science.
* **Outsiders** – Defined by being just a little strange, standing apart from other races.

👉 **In short:** Gnomes shift between **earthy folklore spirits**, **whimsical garden figures**, and **quirky RPG inventors**. What unites them is their **small size, eccentric nature, and role as tricksters, tinkerers, or guardians of hidden things**.
"
279,Mermaids,
280,Good Dragons,
281,Evil Dragons,
282,Neutral Dragons,
283,Dragon hunters,"Seek dragons as ingredients/parts e.g. dragon scales for armour, dragon poison for weapons"
284,Dragons have regressed,"Current day wyverns and drakes were once dragons -  but have lost their ancient magic powers, just beasts now.  Is their inheritance awaiting inside though?"
285,Giant serpents,"World serpent, sandworms from Dune, Purple Worms, Sea Serpents that become dragons"
286,Dragon-knights,"Ride dragons, have a bond with their dragon"
287,Evil lich agenda,"### **Core Concept**  A **lich** is an **undead spellcaster** who achieves immortality by preserving their soul in a **phylactery**. Originally human (or elf, etc.), a lich sacrifices mortality to pursue **limitless magical power**.

### **Typical Portrayals**
* **Antagonist Archetype**: Cold, calculating, and often **evil**.
* **Sorcerous Overlord**: Rules undead kingdoms or seeks to conquer the living.
* **Isolated Scholar**: Withdrawn from the world, obsessed with esoteric knowledge.

### **Motivations**
* **Power at all costs**: Immortality through undeath.
* **Mastery of magic**: Freed from mortal limitations.
* **Fear of death**: A dark refusal to let go.

### **Liches vs. Vampires**
* Vampires: Emotional, sensual, manipulative.
* Liches: Intellectual, ascetic, strategic — but no less dangerous.

### **Rare Exceptions**
* Atypical liches may be **neutral or even helpful**, offering **cursed boons** or **guidance** with strings attached.
* These versions lean into the **""ancient oracle""** or **""tragic wizard""** archetypes.

### 🧙‍♂️ RPG Hooks
* **The kingdom’s secret advisor** has been undead for centuries.
* A lich offers the PCs forbidden knowledge… for a price.
* Destroying a phylactery requires a journey to a different plane."
288,Benevolent Lich,"## ☠️ The Spent Lich – Evil’s Exhausted Veteran

### **Core Concept**
The **Spent Lich** is an undead being who **once reveled in darkness**—a tyrant, warlock, necromancer, or usurper who achieved lichdom to rule or destroy. And it did. For centuries it manipulated kingdoms, defiled temples, raised armies of the dead... and then?
**It got bored.**
Immortality stretched out before it like a cold, empty road. Having explored the depths of evil, it now seeks something else. **Not redemption. Not forgiveness. Just… novelty. Curiosity. Detachment.**

### **Typical Characteristics**
* **Ex-Villain Energy**: Wears its past like old armor—tarnished but undeniable. “Yes, yes, I flayed an archbishop or two. We all have our rebellious centuries.”
* **Uninterested in Cruelty**: Still capable of great horror, but rarely resorts to it unless provoked or inconvenienced.
* **Collector of Experiences**: Pursues art, astronomy, tea blending, birdwatching, ancient riddles, or forgotten languages. Anything but domination—*that got old.*
* **Neutral By Elimination**: Not good. But no longer interested in being bad. Evil is a young lich’s game.

### **Common Roles in Storytelling**
* **Reluctant Consultant**: Knows what evil cultists are up to because *it tried that a few centuries ago*—and failed spectacularly.
* **Cryptic Patron**: Offers help if the party’s mission is *interesting enough*. Bonus points if it involves ancient rivalries.
* **Weary Guardian**: Protects something valuable—less because it’s right, more because it’s a habit.
* **Unapologetic Historian**: Talks candidly about genocides it led, with all the enthusiasm of a retired bureaucrat recalling boring meetings.

### **Personality & Ethics**
* **Alignment**: Most often **True Neutral**, sometimes **Neutral Evil** (residual habits), or even **Chaotic Neutral** if it’s feeling spicy.
* **Code of Conduct**: Guided by whim, whimsy, and worn-out wisdom. Keeps promises but enjoys twisting words.
* **Morality**: Views good and evil as overplayed scripts. Interested in ideas, novelty, and seeing what mortals will do with the world next.


### **Examples in Play**
* A lich who once annihilated a city now tutors young spellcasters in the same region because *they amuse it*.
* A former tyrant-lich who collects bard songs and judges poetry contests—its phylactery hidden beneath the stage.
* A centuries-old overlord who still resides in its black tower, but rents out rooms to adventurers looking for a quiet place to study ancient runes."
